location,size,bedrooms,age,garden,garage,price
Ankara,298,2,29,0,0,177738.866385299
Istanbul,268,2,34,0,0,161138.46200621486
Izmir,117,4,8,1,1,235683.9887910274
Antalya,171,3,17,1,0,184048.40080020783
Ankara,64,4,18,1,0,133141.97414455583
Izmir,276,5,38,0,1,215965.87744825712
Istanbul,214,2,3,1,0,234435.08701873178
Istanbul,178,2,5,0,0,161850.73268457642
Antalya,244,2,32,0,1,164226.22224822536
Antalya,160,1,31,1,1,149303.58240411594
Izmir,73,5,15,1,0,184165.84285066935
Bursa,76,2,10,1,1,149379.0831308499
Istanbul,89,5,21,1,0,193502.45417490054
Istanbul,240,2,35,0,0,146350.07231659003
Antalya,238,3,49,0,1,150627.9599386091
Antalya,213,5,22,0,0,209925.52436353333
Ankara,275,4,25,0,1,242139.5992262281
Ankara,270,1,30,1,1,205992.27150878022
Izmir,73,4,28,0,0,98131.33308261838
Izmir,73,5,4,1,0,193161.4424307371
Antalya,283,2,37,1,1,219187.05178999144
Bursa,53,5,24,0,1,132666.4364601979
Ankara,116,1,33,0,1,58880.14285372075
Istanbul,83,5,11,0,1,195225.4099060332
Ankara,234,2,21,0,0,148783.9948250862
Istanbul,226,4,8,0,1,272875.5391777382
Istanbul,264,3,19,1,0,235576.1966107289
Ankara,230,4,28,1,1,237198.522801257
Ankara,297,2,43,0,1,150139.88601278534
Antalya,165,2,28,0,0,104007.63938803624
Antalya,72,1,44,0,0,29342.878773424167
Bursa,158,5,26,0,1,194899.7642392015
Izmir,118,5,16,0,0,167051.1794057178
Istanbul,144,4,4,0,0,214375.4315793981
Istanbul,230,3,44,1,0,175428.2341899662
Antalya,111,3,12,1,0,169654.18710950165
Istanbul,218,1,41,0,1,125403.81240443929
Istanbul,106,2,14,0,0,142586.15034186887
Izmir,298,1,14,1,1,238989.6545167557
Ankara,237,5,17,0,1,255010.06679822833
Ankara,103,2,49,0,1,53687.34026839864
Antalya,119,1,1,0,1,153789.85120972892
Istanbul,150,4,22,1,0,208004.44543694163
Bursa,106,5,42,0,1,140434.1308463476
Istanbul,187,3,12,1,1,242422.5009015101
Bursa,217,1,42,0,0,85484.16460487116
Izmir,184,5,3,0,0,240761.8709622931
Antalya,152,5,46,1,0,159056.39871784582
Izmir,215,3,24,0,1,197380.74546904617
Istanbul,134,3,10,1,0,204908.23701717006
Bursa,110,3,49,1,1,107518.79583797313
Izmir,261,1,47,0,1,118390.64177051897
Istanbul,52,3,41,1,1,118194.14809128069
Izmir,177,4,11,1,0,227495.67358947784
Antalya,228,5,12,0,1,249555.31217247836
Ankara,135,3,8,0,1,167161.2637682949
Istanbul,96,5,44,0,0,112373.01323350516
Ankara,245,2,37,1,1,194726.8586309238
Antalya,269,2,5,0,0,210095.22816349438
Ankara,125,3,42,0,0,96936.22252374806
Bursa,87,5,42,0,0,106014.61870378061
Izmir,292,2,9,0,0,226458.60819762351
Antalya,213,3,22,1,0,199636.6266064205
Istanbul,288,5,14,0,0,284961.8718460205
Antalya,218,3,44,0,1,165723.11072869247
Antalya,246,5,22,0,0,224772.05622080082
Antalya,190,2,39,0,1,115094.4585799268
Bursa,136,3,36,0,1,117287.71125554245
Ankara,107,2,33,1,1,120177.04945089098
Antalya,99,3,15,0,1,154211.66418055404
Istanbul,79,1,44,0,0,39013.37477272681
Izmir,239,2,40,1,1,199423.8406943744
Izmir,150,2,46,0,0,57420.42521897575
Bursa,74,4,31,1,1,127652.329808643
Izmir,161,2,37,1,0,136377.80705156794
Izmir,204,5,39,1,0,203126.92990415962
Istanbul,228,3,45,1,1,202891.33922835888
Bursa,255,1,4,0,0,148470.28859730795
Bursa,234,5,16,0,0,202249.1470045353
Istanbul,175,5,21,1,0,223831.9925761549
Ankara,289,5,38,1,0,233154.4983738639
Izmir,172,5,40,1,1,203270.66593990565
Izmir,96,1,47,1,1,65016.74241539474
Bursa,167,4,17,1,1,213336.6660860116
Bursa,277,2,27,0,1,183645.31760722602
Antalya,88,5,12,1,0,193773.65545657565
Antalya,65,2,49,0,1,32481.19917669049
Izmir,297,2,41,1,1,197734.0481651057
Antalya,71,5,0,1,0,177720.906827978
Izmir,262,4,49,0,0,151579.53028505997
Bursa,103,2,18,1,1,134931.611220605
Ankara,198,3,33,0,1,135288.65807372806
Ankara,249,2,3,0,1,232643.8571694165
Ankara,290,5,42,1,0,244654.40910632967
Istanbul,65,1,2,1,1,148685.8403715254
Ankara,108,2,40,0,0,40705.98050604573
Bursa,296,4,9,0,0,235806.9468025854
Antalya,80,3,27,1,1,136796.26628471987
Istanbul,219,3,33,0,0,144774.6632296541
Antalya,251,1,38,1,0,148182.23797717653
Istanbul,81,1,46,1,1,73335.1642491656
Istanbul,236,2,18,1,0,202217.42903608218
Ankara,211,5,41,0,0,165700.48252614978
Ankara,58,4,45,1,0,69482.12595906467
Istanbul,258,3,35,0,1,223175.16109846058
Izmir,188,1,42,0,0,93346.65994700723
Izmir,273,4,2,1,0,289353.1298732863
Izmir,59,5,22,0,0,148246.9387834465
Antalya,263,3,16,0,1,217413.64845359063
Bursa,298,3,6,0,1,237444.85708594485
Bursa,66,5,25,0,1,129560.69911971666
Ankara,117,3,42,0,1,101139.64883900518
Bursa,97,5,17,1,1,206754.212127776
Istanbul,229,3,45,1,1,201678.66860371307
Ankara,160,2,45,0,1,89097.99705118238
Bursa,202,5,5,1,0,220743.3949137215
Bursa,172,4,30,1,0,174839.53675455006
Izmir,198,2,28,1,1,184008.9956607397
Izmir,150,4,8,0,1,185763.82613810195
Ankara,151,3,34,0,1,124471.4486941727
Antalya,290,4,16,1,0,274758.9263811281
Izmir,114,2,11,1,0,138381.32295148046
Antalya,240,5,35,1,0,220040.80363990532
Izmir,266,1,47,0,0,119189.72670725801
Bursa,100,4,23,0,1,128455.10319256909
Bursa,85,1,9,1,0,88302.01115368358
Istanbul,130,4,29,0,0,158327.89175220864
Ankara,282,4,28,0,0,190977.12346898016
Bursa,176,5,38,0,1,156942.26608838953
Ankara,137,3,9,1,1,204101.74240919284
Antalya,243,2,38,0,1,141574.20681987022
Izmir,153,2,27,0,0,130366.02576069978
Izmir,64,2,17,1,0,116404.70641734917
Izmir,145,3,40,1,0,130944.90947787683
Ankara,216,1,49,1,1,129161.962814857
Bursa,172,2,16,0,1,136503.81086117763
Ankara,247,1,10,0,0,142611.7781095767
Bursa,50,3,0,0,0,107142.7694447115
Antalya,288,3,16,0,1,244498.73834605105
Izmir,200,5,35,0,0,175295.65560282234
Bursa,171,2,35,0,0,96899.61559375834
Bursa,216,5,45,1,0,169487.82601716355
Ankara,175,2,8,0,1,151364.1069491716
Bursa,106,3,44,0,1,68748.49392855984
Istanbul,130,3,27,1,1,185094.8037939619
Ankara,211,4,47,1,1,193955.8059856193
Antalya,218,4,32,0,1,195127.77474304888
Istanbul,270,3,2,0,1,257537.23290391246
Izmir,122,3,7,1,1,207438.1154481516
Ankara,190,1,49,0,1,75854.8719450018
Ankara,119,1,5,1,1,162437.39582485886
Izmir,55,5,5,1,0,207132.4897355407
Bursa,133,4,28,0,0,129358.75802909501
Bursa,101,4,36,1,0,146336.52073065768
Bursa,294,3,11,0,0,206536.41900365654
Istanbul,52,3,8,1,1,161183.78896395082
Ankara,130,5,40,1,0,158151.88316647572
Antalya,112,4,48,1,0,124340.02128915137
Bursa,98,1,18,0,0,56092.34946065657
Izmir,125,2,16,0,1,126816.14879947888
Antalya,161,5,47,0,0,135722.17663474468
Ankara,224,2,43,0,0,114644.19596684197
Istanbul,158,1,31,0,0,104426.09119653197
Bursa,232,1,34,0,1,103224.9688308613
Antalya,241,2,13,1,0,192914.7930681474
Bursa,114,5,48,1,1,153363.617974835
Antalya,130,2,15,0,1,155671.08346915172
Istanbul,244,5,20,0,0,256583.5457476022
Istanbul,267,5,11,0,1,292370.3720047927
Izmir,64,3,23,1,1,135232.69578337687
Ankara,149,4,33,0,0,116802.2116895878
Izmir,81,4,7,0,1,175745.2399730715
Ankara,145,1,43,0,0,44285.71594156223
Istanbul,177,3,20,1,0,200231.98098573645
Antalya,245,4,47,1,0,187553.20338283604
Bursa,195,5,7,1,1,268938.8792505882
Antalya,162,5,27,1,0,176675.80955012923
Antalya,132,2,15,0,0,106368.96314593419
Antalya,92,2,9,0,0,114779.35370008668
Istanbul,165,5,14,0,1,254941.67244615796
Ankara,212,5,3,1,0,286210.69648661034
Antalya,281,2,25,0,1,186197.96705226586
Izmir,127,4,14,1,1,196955.68678312073
Ankara,107,1,35,0,0,47451.395949944774
Antalya,82,2,31,0,1,87728.21347050725
Antalya,63,4,42,0,0,70784.87011261376
Bursa,211,4,37,0,1,173054.65208970127
Bursa,238,4,3,1,0,248904.03133136325
Bursa,296,3,40,1,0,173959.36728173585
Ankara,181,3,8,1,1,210639.99315851968
Ankara,265,4,34,0,0,187955.3533543433
Ankara,108,5,27,1,0,172663.52925221625
Antalya,206,3,36,0,1,163008.90573471613
Istanbul,132,2,46,0,1,99754.4829375782
Istanbul,183,3,8,0,1,207393.99860044924
Istanbul,170,5,1,0,1,239630.91023560945
Ankara,274,1,2,0,1,202256.23380387624
Bursa,226,3,43,1,0,140178.84866148405
Ankara,217,4,47,1,0,167719.15536336257
Antalya,132,4,4,0,0,183120.85623806482
Ankara,294,4,9,0,1,270066.2605123363
Istanbul,242,1,27,1,1,175375.27139135226
Istanbul,246,5,14,0,0,250366.5604207952
Antalya,76,2,13,1,1,131248.85496589626
Bursa,129,5,45,0,0,108955.2631104585
Antalya,183,1,22,1,0,144340.72326822358
Istanbul,281,4,12,0,1,263612.1714049363
Bursa,62,5,15,1,1,169296.47469641562
Antalya,289,2,29,0,1,203330.52642559202
Istanbul,113,4,39,0,1,144167.66921883682
Izmir,239,2,7,0,1,208802.90345890616
Antalya,276,3,16,0,1,244760.86236702985
Istanbul,196,2,29,0,0,153417.00313632164
Antalya,253,4,16,1,1,285774.69900119957
Istanbul,129,3,34,0,0,104505.46766993726
Izmir,172,4,0,0,0,199517.08023330366
Istanbul,92,4,48,0,0,86214.47334978562
Istanbul,251,3,23,0,1,238571.37723932925
Izmir,138,2,47,1,0,97518.3517265045
Istanbul,197,1,48,1,1,152493.23080366116
Antalya,144,1,24,1,1,140511.37685893086
Bursa,245,1,1,0,1,180601.41156818563
Istanbul,221,1,24,0,1,163716.58124643905
Ankara,200,5,13,0,1,245497.71886716166
Istanbul,51,1,38,0,0,42367.83418746012
Antalya,169,3,32,0,1,157431.07762766635
Izmir,71,1,16,1,0,121677.67165339136
Istanbul,164,4,30,1,1,217491.15259981932
Antalya,106,1,9,1,1,168350.64712122828
Istanbul,278,2,5,0,1,252654.07449905504
Ankara,121,3,38,1,0,138193.13998364302
Ankara,56,3,24,1,0,120178.42449377259
Antalya,255,5,37,0,0,176654.96035653868
Bursa,233,4,36,1,0,169698.2338941415
Izmir,168,3,29,0,1,157817.9270836225
Antalya,244,2,33,0,1,153108.58977656384
Antalya,163,1,17,0,0,118783.22282104801
Bursa,65,3,23,0,0,99774.0571761607
Bursa,296,2,48,0,0,140295.80802282147
Ankara,132,1,26,1,0,90402.91853534573
Ankara,228,5,26,0,1,223773.10899178934
Izmir,259,3,38,0,1,191418.36254270608
Ankara,293,3,20,1,1,262662.4312259438
Izmir,257,2,18,0,0,169820.46512591824
Ankara,121,4,38,0,0,106424.15472483811
Antalya,173,5,22,1,1,232919.48599565163
Ankara,274,4,38,1,0,214575.44094436557
Istanbul,162,3,47,0,0,132398.5790609656
Ankara,61,4,43,1,0,110099.14073182821
Bursa,175,1,46,0,1,50089.4048362015
Ankara,102,5,14,1,0,164290.30138789114
Izmir,124,4,42,1,1,158062.97695961004
Istanbul,182,1,1,0,0,160734.3669230788
Istanbul,76,2,34,0,0,81341.6935256654
Antalya,189,4,19,0,1,201696.94728064578
Bursa,194,5,27,1,1,220028.9935468124
Bursa,183,1,14,1,1,182740.5357817865
Bursa,146,4,15,1,1,197876.92935721547
Ankara,54,2,32,0,0,38843.98688710577
Antalya,106,4,46,1,0,127183.9578693588
Izmir,205,1,11,0,1,161925.19620234333
Izmir,127,4,38,0,1,129888.7176919656
Antalya,118,5,38,1,0,165606.0559733133
Antalya,167,3,42,1,0,136088.832377119
Istanbul,169,1,19,1,0,176725.0792807437
Bursa,108,1,28,1,1,88421.150686167
Istanbul,82,1,42,1,1,92438.27055671625
Istanbul,111,1,48,0,0,45168.640517479624
Antalya,99,4,2,1,1,221069.10764479174
Izmir,161,5,47,0,0,141915.61063172924
Izmir,282,2,4,1,1,269457.5778468987
Bursa,68,5,1,1,1,210423.4143576705
Istanbul,263,1,22,0,0,167878.94476249567
Antalya,246,4,25,1,0,243364.62395657288
Istanbul,172,4,25,1,1,241644.73698435922
Istanbul,243,1,6,0,0,202658.66711604624
Bursa,271,4,9,0,1,244954.4112357985
Antalya,96,1,4,1,0,124258.21840141734
Ankara,216,5,46,1,0,194566.88324879087
Bursa,245,3,11,1,1,231046.37493710677
Ankara,82,4,31,0,0,108470.7946872024
Bursa,190,1,41,1,1,136930.104252722
Ankara,133,1,30,1,1,115894.67469775827
Ankara,231,4,21,1,1,265424.04169784073
Antalya,184,2,16,0,1,143755.87371664733
Istanbul,128,1,19,1,0,147179.21647274637
Ankara,264,4,19,0,1,206679.05497811857
Istanbul,63,1,42,0,1,49571.15495414744
Bursa,264,2,7,0,1,205484.9103912329
Izmir,196,3,46,0,0,135958.78509584288
Ankara,177,2,33,0,1,121103.43381839627
Bursa,103,5,48,1,1,121221.48614545481
Ankara,270,4,22,0,0,218615.02825429768
Bursa,297,2,37,1,1,179849.75953837793
Izmir,197,3,27,1,1,202528.60439966276
Ankara,78,1,12,0,0,65850.81393846945
Izmir,73,4,28,0,1,131840.42768661559
Bursa,131,2,7,0,1,119161.79595644417
Istanbul,112,3,10,0,0,135426.88350906264
Izmir,251,2,46,1,0,165017.90794574746
Izmir,154,5,44,1,0,161618.13205562386
Ankara,106,4,17,0,1,148218.42218366096
Bursa,185,1,49,0,1,64906.79043739036
Ankara,267,3,24,1,0,215953.30363527508
Bursa,111,2,48,1,1,81626.35010805442
Bursa,206,4,21,0,0,182611.70308225355
Antalya,251,2,44,1,1,168466.3581785002
Bursa,66,4,34,1,0,111565.78518214518
Ankara,115,5,28,1,0,178655.20301712354
Bursa,55,2,20,0,0,61878.367766982046
Bursa,107,5,6,0,1,185286.15593980075
Bursa,118,3,11,1,0,145547.88742987107
Istanbul,205,5,35,0,0,178761.83158096022
Izmir,111,4,23,1,1,181210.12483196668
Istanbul,218,3,31,1,0,215683.20901573086
Ankara,246,2,26,0,1,189823.98245153442
Bursa,131,2,31,0,0,73302.05239331488
Ankara,267,4,31,1,0,223639.4630737913
Antalya,261,1,31,0,0,131855.36555451225
Bursa,218,1,25,0,0,119390.45733940939
Antalya,226,2,10,0,0,167463.6247978523
Istanbul,268,4,45,0,0,187941.67368347308
Ankara,226,1,17,1,0,174926.36360022673
Istanbul,253,5,38,1,1,289981.15995008015
Istanbul,120,2,4,0,0,152617.04567169055
Bursa,180,5,15,1,1,255748.98523310773
Antalya,59,4,10,0,1,166708.2831959104
Antalya,147,5,34,0,1,193008.40969818336
Ankara,138,1,47,0,1,60617.873727722945
Izmir,84,1,10,1,1,136323.42036847974
Antalya,257,3,41,1,1,192486.47907614673
Izmir,51,2,22,1,0,88142.11468994815
Ankara,173,4,33,0,0,141629.56378828955
Istanbul,73,2,47,1,0,62474.54196674226
Istanbul,123,5,16,1,0,210747.0064370604
Izmir,215,4,9,0,0,216208.8129156295
Istanbul,71,4,17,0,1,156288.8410765506
Ankara,203,1,43,0,1,100456.71456795474
Istanbul,220,5,7,0,1,263627.63220329006
Antalya,232,1,25,1,0,145744.76299447138
Istanbul,88,1,2,1,0,145850.20610293132
Bursa,268,3,23,0,0,194351.32537490228
Bursa,206,1,2,0,0,149525.80797076513
Ankara,288,2,37,0,1,176742.91856404894
Ankara,279,4,1,0,1,261285.24087034984
Izmir,69,1,34,1,0,64058.37596002288
Antalya,268,2,16,0,1,223302.54391362518
Istanbul,90,5,8,0,0,186519.30725521807
Istanbul,231,4,35,1,0,233481.6154033359
Istanbul,197,5,21,0,0,238559.60314617035
Ankara,157,2,30,0,1,119947.85461956375
Istanbul,196,5,33,0,1,200551.26144162906
Istanbul,133,5,23,0,1,202254.1459366659
Antalya,276,5,8,0,0,263931.21652377147
Istanbul,160,1,45,1,0,103245.96266217133
Istanbul,115,1,42,1,0,93657.83793671576
Ankara,207,1,1,1,1,198548.3096509673
Antalya,102,4,20,1,0,179292.98323114018
Bursa,83,2,33,0,0,62133.24794569092
Bursa,199,1,26,0,1,90761.15113754368
Ankara,116,5,36,0,0,118911.5474232747
Antalya,183,5,6,0,1,248503.23531631508
Izmir,256,5,21,0,1,254000.86794460574
Istanbul,76,5,3,0,0,185297.48403695604
Ankara,59,3,13,1,0,121595.10708013378
Istanbul,122,4,33,0,0,130359.33988368938
Izmir,274,2,22,0,0,202098.13390812228
Istanbul,145,2,43,1,1,155569.60241241835
Bursa,97,1,41,1,1,67048.60884337485
Bursa,119,3,24,0,1,120064.12272234519
Antalya,282,2,0,1,1,255868.76387148374
Izmir,236,4,47,1,1,180649.0204045208
Antalya,149,5,14,0,1,227278.150201563
Izmir,108,1,31,0,1,88786.48674260669
Antalya,51,4,13,1,0,145403.1445014256
Bursa,206,2,40,1,0,144439.8193285844
Ankara,245,3,20,1,0,199970.84185095102
Istanbul,114,1,46,1,0,69609.28840388454
Izmir,132,2,6,1,0,174332.10787052667
Izmir,203,1,35,1,0,129075.0842141607
Istanbul,266,2,20,0,1,202708.0337636429
Bursa,59,5,49,0,0,62906.52197365937
Izmir,102,3,39,1,0,106516.19296941382
Bursa,128,5,11,1,1,238156.07364867636
Istanbul,108,2,14,0,1,127573.96095643351
Ankara,199,4,14,1,0,212664.3612849316
Bursa,228,5,16,0,1,255020.68215851608
Antalya,97,4,33,1,0,148887.29665108485
Izmir,198,2,43,1,1,142783.66193757916
Antalya,172,3,34,1,0,175353.5870818137
Izmir,297,4,38,1,0,226844.19499057462
Istanbul,71,2,37,0,0,60147.11396354695
Bursa,149,4,13,0,1,179890.21689760342
Antalya,147,5,4,0,1,231858.15113584
Ankara,207,2,29,0,0,110859.23170655564
Antalya,74,5,3,1,1,223656.7510876572
Ankara,286,1,14,0,1,206122.89232074004
Izmir,77,2,38,0,0,54027.2130848428
Antalya,242,4,34,0,0,167214.49027976856
Ankara,162,1,44,1,1,90392.9169198707
Antalya,94,5,9,1,1,220953.1716553283
Istanbul,117,5,1,1,0,236692.92008409862
Izmir,56,4,43,1,1,116261.50192764739
Antalya,98,1,23,1,1,139319.45817280613
Izmir,186,3,27,0,1,178868.97209903423
Ankara,213,4,21,0,0,179594.68302394103
Ankara,132,5,43,0,1,142156.11217647017
Ankara,178,2,31,0,1,121464.93345033351
Izmir,187,1,30,1,0,142801.020465734
Ankara,213,3,18,0,1,183554.59030700815
Bursa,122,2,20,1,0,113316.70088714646
Istanbul,286,1,2,1,0,242193.8899262097
Ankara,95,4,5,0,0,123020.01270766137
Antalya,155,4,31,0,0,128325.14188188608
Antalya,209,1,1,0,0,175460.2600301897
Istanbul,81,3,23,0,0,124842.49968826573
Antalya,55,1,44,0,1,10734.176511187658
Izmir,225,2,26,1,0,171478.6575842437
Izmir,215,2,8,0,1,181585.3903614595
Ankara,194,4,12,1,0,208155.31704391318
Antalya,123,1,13,1,0,122406.06490524695
Izmir,163,4,10,0,1,214076.68224005928
Izmir,76,3,13,1,0,153676.73378870444
Izmir,103,2,15,1,0,132916.18323986023
Ankara,227,5,9,1,0,244714.41451897306
Izmir,212,5,19,1,0,220708.34337061626
Antalya,293,1,15,1,1,231735.58746871044
Ankara,134,1,33,0,0,65488.27645021588
Antalya,176,5,15,0,0,194217.62873438696
Istanbul,202,1,13,0,0,139272.3109409589
Izmir,205,2,27,1,1,208036.96727948426
Bursa,160,3,17,1,0,172292.34882417682
Antalya,64,3,25,0,0,85598.21312159211
Izmir,181,4,37,1,1,187499.48131308274
Ankara,142,2,6,1,0,163182.05595946335
Izmir,172,1,44,1,1,103819.82904109183
Istanbul,122,1,33,1,1,131086.47654770623
Ankara,204,4,46,1,1,179783.31350164054
Ankara,203,4,48,0,1,145440.2824353512
Izmir,196,1,44,0,1,110643.73416003241
Bursa,297,1,6,1,0,221065.72887699457
Antalya,141,2,32,0,0,97701.47810070848
Istanbul,66,4,34,0,1,136930.39763006906
Antalya,92,2,49,1,0,67678.84167093613
Bursa,170,1,38,0,0,57217.80962899653
Istanbul,90,5,20,0,1,175399.3021330002
Ankara,219,5,48,1,1,207912.99927778947
Bursa,227,1,27,0,0,125261.74915308662
Bursa,261,4,31,1,0,202185.11869272726
Ankara,286,5,43,0,1,241316.56525648953
Istanbul,217,4,15,0,0,211841.33288540423
Bursa,88,5,9,0,1,159328.1122478814
Antalya,162,4,22,0,1,191130.30684142557
Izmir,294,5,47,1,1,271166.9282755288
Ankara,200,4,49,1,0,168208.753587324
Antalya,160,2,14,0,1,154068.2447912423
Izmir,273,4,42,1,1,235103.32015537223
Izmir,229,2,49,1,1,163343.85146525456
Bursa,96,2,5,0,1,100433.74012458557
Bursa,112,1,32,0,1,72512.84500351721
Antalya,274,2,38,1,0,196777.02382698772
Antalya,298,3,11,1,0,251017.08758592384
Antalya,159,2,35,1,0,116418.01552643543
Antalya,118,4,30,1,1,166572.21417056705
Antalya,92,2,9,0,0,92307.91945676703
Antalya,225,4,33,1,1,217173.04493440557
Istanbul,83,4,40,1,0,128048.26089122613
Ankara,89,3,9,1,0,154613.52568546945
Izmir,252,2,10,0,1,239565.32989145245
Izmir,110,2,13,1,0,160682.79771912502
Izmir,227,5,2,1,0,290458.78785673005
Ankara,244,5,32,0,0,196957.01341070223
Antalya,111,1,6,0,1,116788.15666114652
Bursa,107,4,3,1,0,189981.39630333328
Antalya,210,3,38,0,1,135599.65726655308
Istanbul,124,5,47,1,1,169303.49935149172
Ankara,65,2,9,1,1,165899.6256229737
Antalya,131,1,14,0,0,97646.21526469075
Izmir,143,3,15,0,0,167437.02669000905
Istanbul,97,2,37,0,1,97003.33550521455
Antalya,296,2,3,1,1,276707.6075495099
Istanbul,187,4,3,0,0,227708.6792723766
Antalya,131,4,35,1,0,146528.7666152459
Izmir,87,5,26,0,0,141057.19922993355
Istanbul,176,5,21,1,0,211996.7209731341
Antalya,68,2,21,1,1,117537.11192746607
Bursa,213,2,16,0,0,154199.94359867254
Ankara,236,5,44,0,1,200788.9275918587
Bursa,112,5,33,1,1,166217.09953551262
Istanbul,126,2,31,0,0,98323.68433913059
Bursa,297,3,5,0,0,224316.6409254506
Antalya,223,2,32,0,0,114631.12225173353
Ankara,180,3,7,0,0,173818.49655342224
Izmir,251,3,49,0,0,135288.8787573752
Ankara,151,2,35,0,0,55561.02901353126
Ankara,114,1,4,0,0,93001.2829693867
Ankara,296,5,4,1,1,315261.6858722238
Izmir,169,4,46,0,1,137175.4352011703
Antalya,140,2,9,1,0,169426.36205178752
Istanbul,287,3,39,0,1,224416.20693853515
Istanbul,57,2,6,1,1,150548.98162840155
Antalya,228,5,11,1,0,245426.8635321047
Izmir,287,3,29,0,1,238944.37822145867
Bursa,283,4,24,0,0,201727.41490562505
Bursa,258,4,27,0,0,189332.48006787544
Antalya,122,4,42,0,1,135230.54548604996
Izmir,183,1,12,1,0,174391.91986012534
Bursa,156,3,46,1,0,111355.86438516874
Antalya,138,3,48,0,0,64237.22929450001
Istanbul,88,1,21,1,1,135913.05378702283
Istanbul,162,3,17,0,1,162187.2316971434
Izmir,237,1,26,1,0,167765.63350041595
Antalya,77,2,7,0,0,112395.07074487593
Ankara,146,5,5,1,1,238844.82147005427
Ankara,231,4,10,0,1,239128.1702378708
Izmir,86,1,28,1,0,98369.58919641012
Izmir,186,1,40,0,1,122747.93271134768
Izmir,131,1,4,0,0,116581.85421608416
Ankara,105,2,6,1,1,167982.33154261613
Istanbul,236,1,21,1,1,230271.3726687489
Izmir,134,5,46,1,1,165047.06500369424
Istanbul,51,5,3,1,1,213755.95428873066
Izmir,238,4,31,1,0,198218.19433165775
Ankara,107,2,18,0,0,99095.50673133435
Ankara,156,5,44,1,1,187362.06463569155
Bursa,172,3,32,1,0,144215.00362910004
Antalya,237,3,0,1,0,251622.21121355533
Ankara,279,3,45,1,1,202156.4763575143
Izmir,299,1,40,0,1,161746.08441536053
Bursa,217,1,43,0,0,81744.2727921488
Istanbul,213,3,49,0,1,169217.48483403714
Bursa,163,4,40,0,0,126969.63435934605
Istanbul,156,4,7,1,1,246156.58040267098
Bursa,86,1,31,0,0,39860.31768579369
Istanbul,128,3,29,0,1,149405.82776992067
Bursa,141,4,45,1,1,124701.47848912809
Ankara,67,1,27,1,0,56619.12486294051
Ankara,147,3,40,1,1,147093.95398539092
Ankara,112,2,31,1,0,126047.27969910431
Izmir,199,3,24,1,0,189993.07086002143
Bursa,188,3,33,1,1,173780.71082848927
Ankara,235,5,32,0,1,207134.38799831318
Istanbul,234,5,12,0,1,268160.1769392431
Bursa,254,2,24,1,1,200394.9706812874
Ankara,53,2,41,0,0,15636.816354464621
Bursa,263,3,39,1,0,175846.9122718275
Ankara,184,4,38,1,1,191117.87718724037
Izmir,110,2,43,0,0,64934.75958505285
Izmir,156,3,48,0,1,117262.02482339527
Antalya,103,1,43,0,0,41400.87911662004
Izmir,137,5,47,0,1,169627.52469809528
Izmir,117,4,9,0,1,204693.26731260374
Ankara,269,3,30,1,0,218670.5890065631
Bursa,256,1,43,0,1,128152.79665131574
Istanbul,178,5,10,0,0,223141.15656284572
Ankara,104,1,24,1,1,119322.50340422813
Izmir,52,3,45,0,0,56115.243877347704
Istanbul,255,2,44,0,0,142908.50065076412
Antalya,215,5,33,0,0,202359.2389319479
Antalya,291,1,19,0,0,163354.20672915166
Izmir,170,2,6,0,1,178976.88706427818
Izmir,178,4,32,1,1,205283.472405618
Bursa,151,3,34,0,1,126914.36947211172
Antalya,87,3,28,0,0,76777.99847461873
Ankara,134,5,11,1,1,223777.72550456447
Izmir,289,1,4,0,1,213544.6684197772
Antalya,206,4,11,1,1,246882.81012837327
Izmir,182,5,28,1,1,238592.9947614807
Izmir,290,5,34,1,0,254930.42746724293
Ankara,251,1,19,0,1,168593.68992723996
Bursa,141,4,36,0,1,117842.95926221537
Antalya,70,1,0,0,0,87575.69026549648
Istanbul,291,3,15,0,1,272175.3885864269
Izmir,248,2,29,1,0,193194.0442564686
Antalya,244,3,8,1,1,250217.3027852754
Bursa,158,3,41,1,0,115026.89481119117
Istanbul,96,5,9,0,0,212871.7361666191
Istanbul,133,3,12,1,1,221010.6277694443
Izmir,132,4,47,0,1,127992.54502626228
Bursa,84,3,19,1,1,149219.61830251882
Istanbul,245,4,28,1,1,270721.0650757791
Bursa,118,1,3,1,1,152384.04348266323
Antalya,178,5,45,0,1,172016.33670947736
Izmir,245,4,48,1,0,206865.88645126298
Bursa,189,3,27,1,0,149646.56973905346
Bursa,237,5,36,0,0,168744.09286441302
Antalya,76,5,12,1,0,202271.55377787957
Bursa,105,4,2,1,1,205249.71346655829
Antalya,283,4,36,0,0,177193.0714663874
Bursa,72,2,47,0,0,23284.000089366797
Antalya,202,2,18,0,0,145974.84154797703
Istanbul,70,5,27,0,1,152420.15681750237
Antalya,110,2,18,1,1,165781.06615738233
Antalya,112,3,16,1,1,168544.76434461816
Izmir,171,1,17,0,0,106541.33075132119
Antalya,101,5,17,1,1,221509.63937899336
Istanbul,137,1,22,1,0,127251.31213916086
Istanbul,202,2,39,0,0,131185.8363352914
Bursa,286,4,49,1,0,182392.74903394436
Ankara,104,5,8,1,1,216765.09687387207
Istanbul,95,2,28,1,1,157274.46511543726
Antalya,81,3,41,0,1,95554.25261799307
Ankara,104,5,28,1,0,211569.19572310906
